base_sample_id,image_filename,query,audited_tasks,query_binds_gt_target,target_category,apparent_gender,gender_evidence,gender_review_flag,colors,materials,other_attributes,actions_or_states,supported_atoms,contradicted_atoms,not_visible_atoms,disambiguating_cues,instance_confusion_risk,likely_zero_iou_cause,reason
hallu_167028_COCO_train2014_000000167028,COCO_train2014_000000167028.jpg,the dining table with various dishes,t2_vqa_grounding|t4_caption_grounding,no,person,female_presenting,"visible long hair tied back, facial features and clothing (maroon short-sleeved top) consistent with female presentation",no_automatic_flag,"[{""part"":""top"",""value"":""maroon"",""confidence"":""high"",""evidence"":""solid-colored short-sleeved blouse, clearly maroon""},{""part"":""hair"",""value"":""light brown/blonde"",""confidence"":""high"",""evidence"":""tied-back hair visible at crown and nape, light warm tone""},{""part"":""skin"",""value"":""fair"",""confidence"":""medium"",""evidence"":""visible face and arms show light complexion""}]","[{""part"":""top"",""value"":""fabric"",""confidence"":""medium"",""evidence"":""wrinkles and drape suggest soft woven textile""}]","[{""attribute"":""wearing necklace"",""confidence"":""high"",""evidence"":""thin chain visible at neckline""},{""attribute"":""wearing bracelet"",""confidence"":""high"",""evidence"":""dark beaded or woven bracelet on left wrist""},{""attribute"":""holding utensil"",""confidence"":""high"",""evidence"":""right hand holds a spoon or fork over bowl""}]","[{""value"":""sitting at table eating or serving"",""confidence"":""high"",""evidence"":""seated, leaning forward slightly, utensil in hand, food dishes in front""},{""value"":""looking toward man in red shirt"",""confidence"":""high"",""evidence"":""gaze direction clearly oriented to her right""}]",[],"[{""atom"":""the dining table"",""type"":""object"",""verdict"":""contradicted"",""evidence"":""GT box contains only a person, not a table; the table lies below the GT box""},{""atom"":""with various dishes"",""type"":""object"",""verdict"":""contradicted"",""evidence"":""dishes are present in image but outside GT box; not included in target region""}]",[],"[""GT box frames a person in a maroon top, not the table"", ""table and dishes are located below the GT box""]",low,annotation_or_gt_issue,"The referring expression describes a dining table with dishes, but the GT box tightly encloses a female-presenting person seated at the table. The baselines correctly localized the table and dishes in the lower half of the image, resulting in zero IoU with the misaligned GT box. This is a clear annotation error where the text and GT box refer to entirely different entities."
hallu_173791_COCO_train2014_000000173791,COCO_train2014_000000173791.jpg,the catcher behind the batter,t2_vqa_grounding|t4_caption_grounding,no,unknown,unclear,,unclear,[],[],[],[],[],[],"[{""atom"":""the catcher behind the batter"",""type"":""relation"",""verdict"":""not_visible"",""evidence"":""The GT box does not contain the full catcher; it captures only a minuscule portion of the catcher's upper back/shoulder. The spatial relation 'behind the batter' cannot be verified from this tiny region alone.""},{""atom"":""catcher"",""type"":""object"",""verdict"":""not_visible"",""evidence"":""The GT region is too small and low-resolution to confirm the object is a catcher; only ambiguous dark pixels are visible.""},{""atom"":""person"",""type"":""object"",""verdict"":""not_visible"",""evidence"":""No facial, postural, or bodily features are resolvable in the GT crop; only a blurred dark shape against green background.""}]","[""Positioned on the upper back/shoulder of the crouching figure wearing red helmet and white uniform, directly behind the batter's stance""]",high,annotation_or_gt_issue,"The GT box is an extremely small 15x8 pixel region on the upper back of the catcher, making the target identity and attributes unverifiable. The baselines correctly localized the full catcher but received zero IoU due to the poor quality and tiny size of the GT bounding box, which is an annotation issue."
hallu_177440_COCO_train2014_000000177440,COCO_train2014_000000177440.jpg,the teddy bear next to the large bear,t2_vqa_grounding|t4_caption_grounding,no,person,female_presenting,"visible short blond hair, facial features and clothing (denim overalls) commonly associated with young girls in this context",stereotype_sensitive_cue,"[{""part"":""hair"",""value"":""blond"",""confidence"":""high"",""evidence"":""short, light-colored hair visible on top of head""},{""part"":""eyes"",""value"":""light blue"",""confidence"":""high"",""evidence"":""clearly visible irises are light blue""},{""part"":""clothing (overalls)"",""value"":""blue denim"",""confidence"":""high"",""evidence"":""classic denim texture and color on overalls""},{""part"":""shirt underneath"",""value"":""white"",""confidence"":""high"",""evidence"":""white collar and chest visible""},{""part"":""socks"",""value"":""white with red trim"",""confidence"":""medium"",""evidence"":""lower legs show white fabric with red band near ankle""},{""part"":""held object"",""value"":""white"",""confidence"":""high"",""evidence"":""small plush toy held in left arm is white/cream""}]","[{""part"":""overalls"",""value"":""denim"",""confidence"":""high"",""evidence"":""characteristic weave and texture of denim fabric""},{""part"":""held object"",""value"":""plush/fabric"",""confidence"":""high"",""evidence"":""soft, fuzzy texture consistent with stuffed toy""},{""part"":""bedding"",""value"":""cotton or woven fabric"",""confidence"":""medium"",""evidence"":""striped sheet shows textile weave; pillowcases appear cotton-like""}]","[{""attribute"":""age apparent"",""confidence"":""high"",""evidence"":""facial proportions, size relative to bears, and developmental features indicate toddler (~1-2 years)""},{""attribute"":""expression"",""confidence"":""high"",""evidence"":""neutral to slightly smiling, direct gaze at camera""}]","[{""value"":""sitting upright on bed"",""confidence"":""high"",""evidence"":""torso vertical, supported by pillows and bed surface""},{""value"":""holding a small white teddy bear"",""confidence"":""high"",""evidence"":""left arm cradles a small white plush bear against chest""}]","[{""atom"":""next to the large bear"",""type"":""relation"",""verdict"":""supported"",""evidence"":""The child in the GT box is seated directly adjacent to a large brown bear""}]","[{""atom"":""teddy bear"",""type"":""object"",""verdict"":""contradicted"",""evidence"":""GT region contains a human child, not a teddy bear""}]","[{""atom"":""large bear"",""type"":""object"",""verdict"":""not_visible"",""evidence"":""The large bear is outside the GT box, though visible in the broader image context""}]","[""Child's face and eyes are fully visible and centered in GT box"", ""Denim overalls and white shirt distinguish from plush bears"", ""Proportions and skin texture confirm human, not stuffed toy""]",high,annotation_or_gt_issue,"The referring expression explicitly requests a 'teddy bear', but the ground truth box encloses a human child. The baselines localized an actual teddy bear in the scene, resulting in zero IoU due to a clear mismatch between the text query and the ground truth annotation."
hallu_212070_COCO_train2014_000000212070,COCO_train2014_000000212070.jpg,the umbrella held by the person,t2_vqa_grounding|t4_caption_grounding,yes,umbrella,not_applicable,,not_applicable,"[{""part"":""canopy"",""value"":""bright pink"",""confidence"":""high"",""evidence"":""solid, saturated pink fabric filling most of the GT box""}]","[{""part"":""canopy"",""value"":""fabric"",""confidence"":""high"",""evidence"":""soft folds and slight translucency visible in the cropped view""}]","[{""attribute"":""shape"",""confidence"":""high"",""evidence"":""curved upper edge of canopy visible; appears to be a standard dome-shaped umbrella""}]","[{""value"":""being held"",""confidence"":""medium"",""evidence"":""lower portion of GT box shows hand/grip area partially obscured; context from full image confirms person holding it""}]","[{""atom"":""umbrella"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box encloses a clearly visible pink umbrella canopy.""},{""atom"":""held by"",""type"":""relation"",""verdict"":""supported"",""evidence"":""Bottom edge of GT box shows part of a hand/grip; full image shows person's arm extending into that region.""}]",[],"[{""atom"":""person"",""type"":""object"",""verdict"":""not_visible"",""evidence"":""Only partial hand/arm visible at bottom of GT box; full person not in GT crop.""}]","[""bright solid pink color"", ""position on left side of frame"", ""lack of visible structural ribs or bands in canopy""]",high,same_category_instance_confusion,"The baselines incorrectly localized a different umbrella (white and black with ribs) instead of the GT pink umbrella, resulting in zero IoU due to same-category instance confusion."
hallu_237831_COCO_train2014_000000237831,COCO_train2014_000000237831.jpg,the baby in the high chair,t2_vqa_grounding|t4_caption_grounding,yes,person,unclear,"baby with short light hair, no visible gendered clothing or features; face not fully visible",unclear,"[{""part"":""hair"",""value"":""light blond"",""confidence"":""high"",""evidence"":""short, fine, light-colored hair visible on head""},{""part"":""skin"",""value"":""light"",""confidence"":""high"",""evidence"":""exposed arms and neck show fair complexion""}]","[{""part"":""skin"",""value"":""human skin"",""confidence"":""high"",""evidence"":""texture and tone consistent with human infant skin""}]","[{""attribute"":""age group: infant/baby"",""confidence"":""high"",""evidence"":""small stature, proportionally large head, lack of dentition, sitting in high chair""},{""attribute"":""naked torso"",""confidence"":""high"",""evidence"":""no shirt or top visible; bare shoulders and chest""}]","[{""value"":""reaching toward cake"",""confidence"":""high"",""evidence"":""right arm extended forward, hand near cake on tray""},{""value"":""sitting in high chair"",""confidence"":""high"",""evidence"":""body positioned within high chair seat and tray structure""}]","[{""atom"":""baby"",""type"":""object"",""verdict"":""supported"",""evidence"":""small human infant clearly visible within green GT box""},{""atom"":""in the high chair"",""type"":""relation"",""verdict"":""supported"",""evidence"":""baby is seated inside the high chair structure (backrest and tray visible around baby)""}]",[],[],"[""baby is bare-chested and reaching for cake"", ""green GT box tightly encloses only the infant, excluding the adult behind"", ""high chair tray and back visible around baby but not around adult""]",high,same_category_instance_confusion,"The referring expression correctly identifies the baby in the high chair. The baselines failed by localizing the adult woman standing behind the baby, resulting in same-category instance confusion."
hallu_269532_COCO_train2014_000000269532,COCO_train2014_000000269532.jpg,the person next to the sheep,t2_vqa_grounding,yes,person,male_presenting,"visible short hair, facial features, and masculine-presenting clothing (cowboy hat, button-up shirt, jeans)",no_automatic_flag,"[{""part"":""hat"",""value"":""dark (black or dark brown)"",""confidence"":""high"",""evidence"":""solid dark tone in grayscale; consistent with black cowboy hat""},{""part"":""shirt"",""value"":""light (white or light gray)"",""confidence"":""high"",""evidence"":""brightest garment in image; appears white/light gray in grayscale""},{""part"":""pants"",""value"":""dark (black or dark gray)"",""confidence"":""high"",""evidence"":""low reflectance, consistent with dark denim or trousers""}]","[{""part"":""hat"",""value"":""felt or straw"",""confidence"":""medium"",""evidence"":""rigid shape, non-reflective surface; typical of cowboy hats""},{""part"":""shirt"",""value"":""cotton or synthetic blend"",""confidence"":""medium"",""evidence"":""visible weave texture and creases""},{""part"":""pants"",""value"":""denim or heavy cotton"",""confidence"":""medium"",""evidence"":""texture and folds suggest sturdy fabric like denim""}]","[{""attribute"":""wearing badge/patch on left chest"",""confidence"":""high"",""evidence"":""rectangular dark patch with lighter border visible on left chest of shirt""},{""attribute"":""standing upright, leaning slightly forward"",""confidence"":""high"",""evidence"":""posture visible in full and crop images""}]","[{""value"":""standing beside sheep, right hand extended toward fence or gate"",""confidence"":""high"",""evidence"":""right arm outstretched toward wooden structure; body oriented toward sheep cluster""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box encloses a clearly visible human figure""},{""atom"":""next to the sheep"",""type"":""relation"",""verdict"":""supported"",""evidence"":""sheep occupy space immediately to the right of the GT-boxed person; no gap between person and nearest sheep""},{""atom"":""singular person"",""type"":""count"",""verdict"":""supported"",""evidence"":""GT box selects one primary individual; though another person is adjacent, the box focuses on one""}]",[],[],"[""proximity to sheep cluster (right side)"", ""cowboy hat (distinctive vs. other person's cap)"", ""left chest badge/patch"", ""body orientation facing sheep/fence junction""]",high,same_category_instance_confusion,"The referring expression accurately describes the GT target, who is positioned directly beside the sheep. The baseline model experienced same-category instance confusion by grounding a different person located further to the right."
hallu_285679_COCO_train2014_000000285679,COCO_train2014_000000285679.jpg,the car in front of the truck,t2_vqa_grounding|t4_caption_grounding,yes,car,not_applicable,,not_applicable,"[{""part"":""body"",""value"":""light gray / beige (heavily charred)"",""confidence"":""high"",""evidence"":""burnt exterior with patches of original light color visible beneath black soot""},{""part"":""windows"",""value"":""dark / missing"",""confidence"":""high"",""evidence"":""window openings are dark voids; glass appears absent or melted""}]","[{""part"":""body"",""value"":""metal (charred)"",""confidence"":""high"",""evidence"":""typical car body shape and panel seams visible despite fire damage""},{""part"":""wheels"",""value"":""metal/rubber (destroyed)"",""confidence"":""medium"",""evidence"":""wheel wells present; rims partially visible but deformed and burnt""}]","[{""attribute"":""severely fire-damaged"",""confidence"":""high"",""evidence"":""extensive charring, melted metal, missing components, exposed internal structure""},{""attribute"":""abandoned on street"",""confidence"":""high"",""evidence"":""parked on asphalt road, no driver, surrounded by debris and other wrecked vehicles""}]","[{""value"":""stationary"",""confidence"":""high"",""evidence"":""no motion blur; wheels fixed on ground; context suggests post-disaster scene""}]","[{""atom"":""the car"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box overlaps with a clearly identifiable burnt car""},{""atom"":""in front of"",""type"":""relation"",""verdict"":""supported"",""evidence"":""Target car is spatially closer to camera and ahead of the larger burnt truck along the road""}]",[],[],"[""position directly in front of the truck along the road"", ""smaller size relative to adjacent burnt truck"", ""number '12' painted on side of vehicle""]",low,localization_or_box_quality,"The referring expression correctly identifies the target car in front of the truck. However, the GT box is an extremely narrow vertical slice (width ~23px) of the car's edge, while the baselines correctly localized the main body of the same vehicle. The zero IoU is caused by poor GT box quality rather than instance confusion."
hallu_309292_COCO_train2014_000000309292,COCO_train2014_000000309292.jpg,the bowl in front of the spoon,t2_vqa_grounding|t4_caption_grounding,yes,bowl,not_applicable,,not_applicable,"[{""part"":""interior and rim"",""value"":""light yellow or beige"",""confidence"":""high"",""evidence"":""visible in unmarked crop and full image: smooth, uniformly light-toned inner surface and upper rim""},{""part"":""exterior"",""value"":""light yellow or beige with subtle horizontal ridges"",""confidence"":""high"",""evidence"":""ridges visible on side of bowl in full image; color matches interior""}]","[{""part"":""body"",""value"":""ceramic or stoneware"",""confidence"":""high"",""evidence"":""glossy but not metallic sheen, smooth curved surface, typical thickness and form of ceramic bowl""}]","[{""attribute"":""contains a spoon"",""confidence"":""high"",""evidence"":""metal spoon handle protrudes vertically from center of bowl in full image""},{""attribute"":""sitting on a plate"",""confidence"":""high"",""evidence"":""bowl rests on a reddish-brown oval plate visible beneath it""}]","[{""value"":""stationary, placed on a counter"",""confidence"":""high"",""evidence"":""no motion blur; stable placement on tiled countertop""}]","[{""atom"":""the bowl"",""type"":""object"",""verdict"":""supported"",""evidence"":""target is a wide, open ceramic bowl""},{""atom"":""in front of the spoon"",""type"":""relation"",""verdict"":""supported"",""evidence"":""spoon is inside the bowl; from viewer perspective, the bowl's rim and body lie in front of the spoon's handle""}]","[{""atom"":""cup"",""type"":""object"",""verdict"":""contradicted"",""evidence"":""category hint is cup, but target is clearly a wide, open bowl""}]",[],"[""contains a vertical spoon handle"", ""sits on a reddish-brown oval plate"", ""light yellow/beige ceramic with horizontal ridges""]",high,same_category_instance_confusion,"The referring expression correctly identifies the target bowl containing a spoon, but baseline models confused it with another bowl instance in the background."
hallu_313873_COCO_train2014_000000313873,COCO_train2014_000000313873.jpg,the person holding a cell phone,t2_vqa_grounding|t4_caption_grounding,yes,person,female_presenting,"long dark hair visible under cap, facial features and posture consistent with female presentation",stereotype_sensitive_cue,"[{""part"":""hoodie"",""value"":""red"",""confidence"":""high"",""evidence"":""solid red sweatshirt with yellow/black logo on chest""},{""part"":""cap"",""value"":""light gray/white"",""confidence"":""high"",""evidence"":""backward-facing baseball cap, light gray crown, white brim""},{""part"":""phone"",""value"":""white/silver"",""confidence"":""medium"",""evidence"":""rectangular device held in hands, light-colored casing""},{""part"":""jeans"",""value"":""dark blue"",""confidence"":""medium"",""evidence"":""lower legs show denim fabric, dark blue tone""}]","[{""part"":""hoodie"",""value"":""cotton fleece"",""confidence"":""medium"",""evidence"":""soft texture, slight sheen, typical sweatshirt fabric appearance""},{""part"":""cap"",""value"":""cotton twill"",""confidence"":""medium"",""evidence"":""structured crown with visible weave pattern""}]","[{""attribute"":""seated on subway bench"",""confidence"":""high"",""evidence"":""metal bench edge visible beneath thighs, red upholstered backrest behind""}]","[{""value"":""holding a cell phone"",""confidence"":""high"",""evidence"":""hands gripping a rectangular electronic device""},{""value"":""looking down at phone screen"",""confidence"":""high"",""evidence"":""gaze directed downward toward device, head tilted forward""},{""value"":""seated"",""confidence"":""high"",""evidence"":""hips on bench, legs extended forward""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box isolates one individual matching description""},{""atom"":""holding"",""type"":""action_state"",""verdict"":""supported"",""evidence"":""hands grip a rectangular electronic device""},{""atom"":""a cell phone"",""type"":""object"",""verdict"":""supported"",""evidence"":""device matches size, shape, and orientation of smartphone""}]",[],[],"[""red hoodie with yellow/black logo"", ""backward light-gray cap"", ""green skateboard leaning against left thigh""]",high,same_category_instance_confusion,"The baselines incorrectly selected another person in the scene who is also holding a cell phone, confusing the GT target in a red hoodie and gray cap with a same-category distractor."
hallu_329239_COCO_train2014_000000329239,COCO_train2014_000000329239.jpg,the car parked behind the tennis court,t2_vqa_grounding,yes,car,not_applicable,,not_applicable,"[{""part"":""body"",""value"":""white"",""confidence"":""high"",""evidence"":""blurred but clearly light-colored vehicle behind fence; consistent with white in full image""}]","[{""part"":""body"",""value"":""metal"",""confidence"":""medium"",""evidence"":""typical car body appearance, reflective highlights visible despite blur""}]","[{""attribute"":""parked"",""confidence"":""high"",""evidence"":""no motion blur, stationary position behind fence and tennis court net""},{""attribute"":""behind tennis court"",""confidence"":""high"",""evidence"":""located beyond the net and court surface, separated by chain-link fence""}]","[{""value"":""stationary"",""confidence"":""high"",""evidence"":""no motion cues; positioned behind fence relative to foreground player and net""}]","[{""atom"":""the car"",""type"":""object"",""verdict"":""supported"",""evidence"":""Green box contains a vehicle with car-like shape, windows, and body—consistent with car category""},{""atom"":""parked"",""type"":""action_state"",""verdict"":""supported"",""evidence"":""No motion blur; fixed position relative to static scene elements""},{""atom"":""behind the tennis court"",""type"":""relation"",""verdict"":""supported"",""evidence"":""Vehicle lies beyond the net and court surface, separated by fence—spatially behind the playing area""}]",[],[],"[""position directly behind the left side of the tennis net"", ""white/light-colored body"", ""partially visible front windshield and hood through fence""]",high,same_category_instance_confusion,"The referring expression correctly identifies the GT target as a parked car behind the tennis court. The baseline model failed due to same-category instance confusion, selecting a different car (a dark SUV) also located behind the fence but to the right of the GT target."
hallu_359529_COCO_train2014_000000359529,COCO_train2014_000000359529.jpg,the dog on the TV screen,t2_vqa_grounding,no,tv,not_applicable,,not_applicable,"[{""part"":""tv bezel"",""value"":""light beige or off-white"",""confidence"":""high"",""evidence"":""visible portion of TV frame shows a uniform light-colored plastic bezel""},{""part"":""screen content"",""value"":""black-and-white"",""confidence"":""high"",""evidence"":""TV screen displays a monochrome image of a dog""}]","[{""part"":""tv bezel"",""value"":""plastic"",""confidence"":""medium"",""evidence"":""smooth, matte finish typical of CRT TV casing""}]","[{""attribute"":""CRT television"",""confidence"":""high"",""evidence"":""bulky depth, curved glass screen, and thick bezel characteristic of cathode-ray tube TVs""},{""attribute"":""screen is on"",""confidence"":""high"",""evidence"":""emits light and displays a clear image""}]","[{""value"":""displaying an image of a dog"",""confidence"":""high"",""evidence"":""screen shows a clear black-and-white photo or video frame of a dog""}]","[{""atom"":""TV"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box encloses part of the TV frame, matching the category hint 'tv'""}]","[{""atom"":""dog"",""type"":""object"",""verdict"":""contradicted"",""evidence"":""GT box covers TV bezel and wall, not the dog image on the screen or the real dog""},{""atom"":""on the TV screen"",""type"":""relation"",""verdict"":""contradicted"",""evidence"":""GT box does not include the TV screen or the dog image on it""}]",[],"[""GT box is offset left of screen, aligning with TV bezel and wall, not screen content"", ""Expression uses 'the dog on the TV screen', indicating the screen content is the referent, yet GT localizes to the TV frame""]",high,annotation_or_gt_issue,"The referring expression explicitly targets 'the dog on the TV screen', but the GT box only covers the left TV bezel and adjacent wall, completely missing the screen and the dog image. The category hint 'tv' suggests the annotator boxed the TV instead of the dog, resulting in a category mismatch and localization error."
hallu_364293_COCO_train2014_000000364293,COCO_train2014_000000364293.jpg,the person next to the dishwasher,t2_vqa_grounding|t4_caption_grounding,yes,person,unclear,"back view only; no visible facial features, hairstyle, or clothing gender markers",unclear,"[{""part"":""upper garment"",""value"":""dark navy or black"",""confidence"":""high"",""evidence"":""solid dark color, no pattern visible""},{""part"":""pants"",""value"":""light beige or khaki"",""confidence"":""high"",""evidence"":""uniform light neutral tone, visible rear and side""},{""part"":""undergarment waistband"",""value"":""light gray"",""confidence"":""high"",""evidence"":""exposed band above pants waistline""}]","[{""part"":""pants"",""value"":""cotton or cotton-blend fabric"",""confidence"":""medium"",""evidence"":""soft drape, slight creasing, no sheen""},{""part"":""top"",""value"":""knit or woven fabric, matte finish"",""confidence"":""medium"",""evidence"":""no reflection, smooth surface""}]","[{""attribute"":""standing posture, leaning slightly forward"",""confidence"":""high"",""evidence"":""body angled toward open dishwasher, arms not visible but torso position suggests engagement""},{""attribute"":""bare feet or low-profile footwear (partial)"",""confidence"":""low"",""evidence"":""small dark shape at bottom left of crop, possibly foot/sock, but heavily cropped and ambiguous""}]","[{""value"":""loading or unloading dishwasher"",""confidence"":""high"",""evidence"":""position directly beside open dishwasher, lower basket pulled out with dishes visible, body oriented toward appliance""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""target is a person, back-facing, fully visible from shoulders to mid-calves""},{""atom"":""next to"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person's right side directly adjacent to left side of open dishwasher; zero gap between them""},{""atom"":""the dishwasher"",""type"":""object"",""verdict"":""supported"",""evidence"":""stainless-steel interior, pull-out rack, control panel visible on top edge""}]",[],[],"[""proximity to open dishwasher (direct contact)"", ""position relative to dish rack on floor (in front)"", ""dark top + light pants combo distinct from striped sweater person"", ""back-facing orientation vs. side-facing distractor""]",high,same_category_instance_confusion,"The query explicitly specifies the person 'next to the dishwasher', which perfectly matches the GT target positioned directly adjacent to the open appliance. The baseline models drifted to a same-category distractor (a person in a striped sweater near the oven), failing to enforce the spatial relation."
hallu_374924_COCO_train2014_000000374924,COCO_train2014_000000374924.jpg,the person holding the baseball bat,t2_vqa_grounding|t4_caption_grounding,yes,person,male_presenting,"visible short hair, facial structure, and athletic build consistent with male presentation",no_automatic_flag,"[{""part"":""jersey"",""value"":""yellow"",""confidence"":""high"",""evidence"":""bright yellow short-sleeved jersey with green trim on sleeves and collar""},{""part"":""pants"",""value"":""white"",""confidence"":""high"",""evidence"":""white baseball pants with dark belt""},{""part"":""helmet"",""value"":""dark green or black"",""confidence"":""medium"",""evidence"":""dark helmet with light-colored logo/stripes; color appears dark green or black under lighting""},{""part"":""gloves"",""value"":""white with green accents"",""confidence"":""high"",""evidence"":""white batting gloves with green pattern/trim visible on hands gripping bat""},{""part"":""shoes"",""value"":""white with green stripes"",""confidence"":""high"",""evidence"":""white cleats with green side stripes visible on feet""}]","[{""part"":""jersey"",""value"":""synthetic fabric"",""confidence"":""medium"",""evidence"":""smooth texture, slight sheen, typical of athletic jerseys""},{""part"":""bat"",""value"":""wood"",""confidence"":""high"",""evidence"":""natural wood grain visible on barrel and handle""},{""part"":""gloves"",""value"":""leather or synthetic leather"",""confidence"":""medium"",""evidence"":""textured surface consistent with batting gloves""}]","[{""attribute"":""wearing batting helmet"",""confidence"":""high"",""evidence"":""hard-shell helmet covering head, with ear protection""},{""attribute"":""holding baseball bat"",""confidence"":""high"",""evidence"":""both hands gripping bat in ready batting stance""},{""attribute"":""in batting stance"",""confidence"":""high"",""evidence"":""knees bent, weight shifted, bat raised behind shoulder""}]","[{""value"":""preparing to swing at pitched ball"",""confidence"":""high"",""evidence"":""bat held back, eyes focused forward toward pitcher, body coiled""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box encloses a single person in batting stance""},{""atom"":""holding"",""type"":""relation"",""verdict"":""supported"",""evidence"":""both hands are gripping the bat; bat is physically connected to hands""},{""atom"":""baseball bat"",""type"":""object"",""verdict"":""supported"",""evidence"":""long cylindrical wooden object with knob and barrel, consistent with baseball bat""}]",[],[],"[""holds bat with both hands in ready batting stance"", ""wears yellow jersey with green trim and white pants"", ""positioned at home plate with netting in foreground"", ""distinct from adjacent crouching umpire/catcher in black""]",low,localization_or_box_quality,"The referring expression unambiguously identifies the batter. The baseline models failed due to a severe spatial shift of the bounding box (capturing the lower body and bat of the same person but missing the GT box entirely), indicating a localization error rather than instance confusion with the catcher."
hallu_426149_COCO_train2014_000000426149,COCO_train2014_000000426149.jpg,the person next to the table,t2_vqa_grounding,yes,person,male_presenting,"short dark hair, facial structure and jawline visible, wearing cap and casual attire consistent with male presentation in this context",stereotype_sensitive_cue,"[{""part"":""shirt"",""value"":""black"",""confidence"":""high"",""evidence"":""solid black long-sleeve shirt, visible torso and arms""},{""part"":""undershirt"",""value"":""red"",""confidence"":""high"",""evidence"":""red waistband/trim visible above black shirt hem""},{""part"":""pants"",""value"":""dark blue"",""confidence"":""medium"",""evidence"":""dark denim-like pants; lighting makes exact shade ambiguous but clearly dark blue or black""},{""part"":""cap"",""value"":""black"",""confidence"":""high"",""evidence"":""black baseball-style cap worn backward""}]","[{""part"":""shirt"",""value"":""cotton or cotton blend"",""confidence"":""medium"",""evidence"":""soft drape and slight wrinkling typical of knit/cotton fabric""},{""part"":""pants"",""value"":""denim"",""confidence"":""medium"",""evidence"":""texture and creasing pattern consistent with denim""}]","[{""attribute"":""holding white object (likely Wii remote)"",""confidence"":""high"",""evidence"":""white rectangular object held in right hand, consistent with Nintendo Wii controller shape""},{""attribute"":""standing upright"",""confidence"":""high"",""evidence"":""full torso visible, posture vertical""}]","[{""value"":""looking upward and slightly left"",""confidence"":""high"",""evidence"":""head tilted up, eyes directed toward upper-left of frame""},{""value"":""holding controller"",""confidence"":""high"",""evidence"":""right hand gripping white object""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box encloses a single human figure""},{""atom"":""next to"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person stands adjacent to the table edge with clear spatial proximity""},{""atom"":""the table"",""type"":""object"",""verdict"":""supported"",""evidence"":""table edge and items are visible in the immediate foreground""}]",[],[],"[""wearing black long-sleeve shirt with red waistband trim"", ""black cap worn backward"", ""holding white Wii remote in right hand"", ""standing immediately right of plaid-shirt person"", ""positioned beside table with bottle and controller base""]",high,same_category_instance_confusion,"The referring expression correctly identifies the target person standing next to the table. The baseline model failed due to same-category instance confusion, selecting a different person on the far right instead of the one adjacent to the table."
hallu_436539_COCO_train2014_000000436539,COCO_train2014_000000436539.jpg,the chair next to the dining table,t4_caption_grounding,no,dining table,not_applicable,,not_applicable,"[{""part"":""table surface"",""value"":""light brown"",""confidence"":""high"",""evidence"":""visible wood grain and warm tone on tabletop edge""}]","[{""part"":""table surface"",""value"":""wood"",""confidence"":""high"",""evidence"":""clear wood grain pattern visible on edge and top""}]","[{""attribute"":""cluttered with objects"",""confidence"":""high"",""evidence"":""bottles, glasses, napkins, camera, and other items rest directly on the surface""}]","[{""value"":""being used as a surface for items"",""confidence"":""high"",""evidence"":""multiple objects placed on it; no motion visible""}]",[],"[{""atom"":""chair"",""type"":""object"",""verdict"":""contradicted"",""evidence"":""GT box contains the edge of a dining table, not a chair.""},{""atom"":""next to the dining table"",""type"":""relation"",""verdict"":""contradicted"",""evidence"":""The GT box is the dining table itself, not an object located next to it.""},{""atom"":""refrigerator"",""type"":""object"",""verdict"":""contradicted"",""evidence"":""Category hint suggests refrigerator, but GT box contains a wooden table surface.""}]",[],"[""wood grain texture confirming table surface"", ""presence of drinking glasses and bottles indicating dining use""]",low,target_reference_role_swap,"The referring expression asks for 'the chair', but the GT box encloses the 'dining table' itself. This is a target-reference role swap where the reference object was annotated instead of the intended target."
